Cluster,Pergunta,Palavra chave,Score
54,verificar status envio solictacao cambio areas,verificar,0.5074807191437976
43,cancelamento seguro residencial,seguro,0.7095270424941977
61,franquias seguro patriminial empresarial,seguro,0.6299787966574272
10,protecao seguro acidentes pessoais,seguro,0.5743917718498838
46,cancelar proposta seguros,seguros,0.6725674134600004
45,segunda via endosso seguro,via,0.6310731498079225
66,consigo transferir investimentos cpf,transferir,0.5569059901953
44,cancelar seguro cartao protegido,seguro,0.6134311820132593
11,quais coberturas garantia seguro protecao residencial,seguro,0.5701668201681096
43,imprimir apolice seguro residencial,seguro,0.6392683013412886
46,cancelamento seguros,seguros,0.7360463260303192
34,seguro vida pode quitar,vida,0.748759564606971
14,verificar proposta seguro,verificar,0.7415526793431807
41,central seguro auto funcinario,seguro,0.7608420802889218
66,faco transferir investimentos cpf primeiro segundo titular,transferir,0.43723959009874747
24,operacao cambio garantia investimento,operacao,0.6155820577300614
44,acionar seguro cartao protegido,seguro,0.6908604382801904
9,cancelamento seguro cheque protegido,seguro,0.6314253968005333
16,solicitar seguro viagem cartao,viagem,0.681072595220557
36,fazer cancelamento seguro vida,vida,0.6323547186146504
19,endosso seguro vida empresa,vida,0.6389942805164593
34,franquia seguro patromonial,seguro,0.7200843433269511
34,publico alvo seguro,seguro,0.7003685083033729
6,seguro debitado conta nao consta cnpj,seguro,0.555742256446405
35,possivel contratar seguro carro debito ocorrer cartao credito,seguro,0.5203346632452635
29,valor anuidade cartao platinum,valor,0.6083349734063952
9,seguro cheque protegido,seguro,0.7441494809600826
27,cancelar seguro cheque especial protegido,seguro,0.5699184548693033
54,envio cambio,envio,0.8854089202206704
5,endosso seguro,seguro,0.9589168234017476
66,resolver cadastro cpf ocorrencias especiais,resolver,0.5354100571972137
3,realizar cancelamento seguro plano odonto,seguro,0.5992739669247966
18,aumentar valor fechamento cambio recebido canais,valor,0.48792348358087456
65,limite quilometragem guincho seguro auto,seguro,0.630960631276463
46,atendimento zurich seguros,zurich,0.6544440853868224
59,cancelar seguro cartao pessoa juridica,seguro,0.622663912740618
48,seguro perda roubo cartao,seguro,0.6575101280178591
71,cartao cancelado continuou tendo debito seguro cartao procedimento,tendo,0.47490905976557557
34,impressao apolice seguro,seguro,0.8371984555291446
76,consultar seguro vida,vida,0.7808389973230387
67,cpf consta data base consignado,data,0.4950886609350074
47,imprimir apolice seguro auto,seguro,0.6689156394576998
34,tel seguro vida,vida,0.9103319776950638
75,seguro auto efetivado nao debitado,seguro,0.6555420477120302
20,caso receber seguro dependente menor,seguro,0.5619806128020518
54,iof envio cambio,iof,0.739111202881626
36,quais motivos cancelamento seguro,seguro,0.7821171167409813
73,seguro vida beneficiarios,vida,0.8746328923055395
34,localizar seguro vida,vida,0.8890243308553493
16,seguro protecao contrato contratar,seguro,0.6360592317444096
59,cancelar seguro,seguro,0.9333222901041052
28,seguro protecao residencial cintrata ata idade,seguro,0.555992560850533
11,quais coberturas seguro,seguro,0.7264232920765769
23,codigo campanha seguro auto,seguro,0.7269761759457771
76,cliente seguro cancelado falta vistoria,vistoria,0.6199921720169421
3,realizar cancelamento seguro residencial,seguro,0.6477572581407927
34,seguro protecao vida acidente pessoais,vida,0.6651485197804468
44,cancelar seguro cartao protegido agencia,seguro,0.7212411719545592
59,vou cancelar seguro,vou,0.8951537042034017
54,efetivar cambio,efetivar,0.9277112926143989
5,endosso seguro vida faz,vida,0.77474801116383
11,quais coberturas seguro cartao,seguro,0.6496516651515847
11,coberturas seguro protecao familiar,seguro,0.6835987829636715
19,cliente pode fazer seguro vida empresa inclui parte funcionarios,vida,0.4667051212877779
66,cartao debito emitido cpf divergente nome,nome,0.5262350426470076
73,alterar beneficiarios seguro vida,vida,0.727686154036662
58,seguro vida auxilio funeral familiar,vida,0.5874221768471009
16,contratar seguro,seguro,0.9500039694608562
65,desconto seguro auto,seguro,0.8544191936708336
9,cancelar seguro protegido cheque empresa,seguro,0.5499631713357164
3,realizar endosso seguro patrimonial,seguro,0.5921863741014195
67,cpf consta base dados,dados,0.5469886994314492
44,cancelar seguro protegido,seguro,0.7211956670043148
56,saber nao debitou seguro cliente,seguro,0.5821027741036451
25,reimprimir contrato cambio pronto,reimprimir,0.6280862597450442
17,recebimento cambio procuracao,recebimento,0.71174955864305
16,passo passo contratar seguro cartao completo,seguro,0.851091719169861
14,imprimir termo proposta adesao seguro cartao,termo,0.5731237687393838
65,quais categorias veiculos restritas contratacao seguro auto,veiculos,0.5033807723372681
55,consulta liquidacao cambio,liquidacao,0.6912623493871904
66,excluir divida cpf,excluir,0.705943558354942
3,realizar cambio,realizar,0.8794744205462909
59,cancelar seguro vida empresarial,vida,0.7406671014241122
39,solicitacao estorno seguro,solicitacao,0.7496974516460619
16,cartao isento seguro viagem,viagem,0.7909099710060713
36,cancelamento seguro cartao protegido,seguro,0.5945456535884338
41,central cambio funcionarios,funcionarios,0.7445396018012683
44,cancelar seguro cartao protegido,seguro,0.6134311820132593
37,debito automatico seguro,seguro,0.8194403770081691
23,seguro vida novembro azul,vida,0.6661704284959272
9,cancelar seguro cheque protegido,seguro,0.6475719970757127
37,alterar data vencimento seguro auto,vencimento,0.6393914825636611
56,seguro auto nao debitou,seguro,0.7138239938298261
28,idade seguro vida seguro,vida,0.7911171191475654
46,quais profissoes podem contratar seguros,seguros,0.593068341308739
35,contratar seguro cartao credito,seguro,0.6444495350674425
2,regularizar cpfcnpj cliente status regular receita federal,status,0.41758164640758855
3,realizar endosso seguro auto,seguro,0.6466973464278933
34,conferir sorteio seguro,sorteio,0.7015227990877357
39,estorno seguro,seguro,0.9676648451303859
16,seguro viagem funciona,viagem,0.7703971461214238
54,cambio app,cambio,0.9318279401346454
34,seguro vida envio documentacao,vida,0.7808043766236427
34,beneficio seguro protecao vida acidente pessoais,vida,0.5538247712561084
36,cancelamento contratacao indevida seguro,seguro,0.7328312848712191
34,contrar seguro vida,vida,0.9185030012381201
66,cpf outro cadastro,outro,0.7258955970151244
47,cancelar seguro previdencia,seguro,0.8347133819823969
3,realizar endosso seguro vida,vida,0.6613925324126285
59,cancelar seguro cobrar prestacao,seguro,0.6669673432404178
59,cancelar seguro residencial,seguro,0.7388659044619771
5,fazer cambio procuracao,procuracao,0.7890625411344828
16,seguro viagem cobeturas,viagem,0.8448169366592158
34,temosinha seguro vida,vida,0.9185030012381201
29,anuidade platinum mastercard,platinum,0.605143115789287
34,duvida adquirir copia certificado apolice seguro vida,vida,0.4749768356149529
34,tipo seguro comercializado salas empresas,tipo,0.5090779497105511
67,cpf consta base,cpf,0.653401708231649
34,liberar guia remeca seguro,seguro,0.6162790578352573
12,declaracao inexistencia outros seguros,seguros,0.5784520732848376
72,alterar cpf,cpf,0.7752858815089245
6,seguro nao debitado,seguro,0.7185229232710992
29,descodnto anuidade cartao platinum,platinum,0.6368058053825517
54,operacao cambio,operacao,0.8753169321794937
44,cancelar seguro cartao protegido,seguro,0.6134311820132593
66,onde inclui cpf cadastro,onde,0.6362821130412013
16,seguro viagem mastercard black,viagem,0.6369993543782935
66,incluir cadastro cpf,incluir,0.6663330544130696
54,envio remessa cambio,remessa,0.6756143026869643
59,cancelar seguro cartao,seguro,0.6963388507058608
66,socio empresa pode comprar carro cpf consorcio,socio,0.5044042915944735
59,cancelar seguro acabamos contratar,seguro,0.8048079631578516
28,idade maxima pra contratar seguro vida,vida,0.5701799088645404
16,conceito seguro viagem,viagem,0.8205452742331388
59,cancelar seguro cartao protegido reconhecimento contratacao,seguro,0.6550249120691961
35,seguro auto pode ser debitaado cartao credito,ser,0.583878619108539
54,mesa cambio,mesa,0.9240759030525455
14,consultar proposta seguros,seguros,0.6482124267117148
36,fazer cancelamento seguro cartao protegido,seguro,0.5307166804185066
5,fazer seguro generico pessoa juridica,seguro,0.5493992840916749
16,quais beneficios seguro viagem cartao adicional,viagem,0.5928909257222293
17,recebimento ordem cambio,recebimento,0.7373052454230759
45,segunda via contrato cambio,via,0.5840901042934987
54,operacao cambio cheques,operacao,0.8068139706659885
34,cancelo seguro vida,vida,0.8982676085095138
38,emissao apolice seguro auto,seguro,0.7317868748112075
78,regras acionar seguro desemprego,seguro,0.6508787685732977
67,cadastro cpf base dados consignado,dados,0.4947772466466749
9,seguro cheque protegido,seguro,0.7441494809600826
8,cpf cliente dados outro,outro,0.6402908403359988
54,criar remessa cambio,remessa,0.7772400340992647
40,canal acionamento seguro protecao credito consignado,seguro,0.4959942350905072
20,localizar ordem cambio,ordem,0.7745085899098744
63,cancelamento seguro penhor rural,seguro,0.6453298535803286
65,fazer debita seguro auto conta saldo,seguro,0.5945616097627264
44,funciona seguro cartao protegido,seguro,0.735072666649734
34,alterar dados apolice seguro vida,vida,0.6423467445182386
37,data limite seguro vida,vida,0.6580236965239237
34,seguro contratado porem aparece autorizar,seguro,0.5607603595529527
66,cadastro cpf ocorrencias especiais,ocorrencias,0.6002573436831463
59,cancelar seguro vida pessoa juridica,vida,0.6316888618717403
5,efetuar endosso seguro,seguro,0.8129964526071582
54,operacao cambio,operacao,0.8753169321794937
32,ordem pagamento cambio,pagamento,0.6868995785962037
37,alterar data vencimento seguro,vencimento,0.6779980662934383
28,seguro auto idade,seguro,0.8193532315672484
39,quanto tempo estorno seguro cair conta,tempo,0.5417349662387592
5,fazer endosso seguro vida,vida,0.6560093899814139
34,cotacao seguro motocicletas,seguro,0.7841937758234033
36,cancelamento seguro cadastrado indevidamente,seguro,0.6756351943124914
46,quais seguros obrigatorios contratacao credito imobiliario,seguros,0.5705118565677977
66,proceder cnpjcpf regular site receita,site,0.5006572383187886
66,cpf suspenso receita,suspenso,0.6873430728298973
69,cobertura maxima seguro residencial,seguro,0.6550082753820302
59,cancelar seguro vida,vida,0.7336339785205742
55,consulta cambio,consulta,0.9031990598522613
40,canal bancario cambio,canal,0.740415455869562
21,alterar conta corrente seguro automovel,seguro,0.6520182390400795
47,imprimir apolice seguro empresa,seguro,0.6269190396475552
17,envio email recebimento cambio,recebimento,0.6490756980160205
66,cpf parece invalido,parece,0.7195463475930455
43,conceito tamanho imovel seguro residencial,tamanho,0.5579596377196865
65,seguro auto recusado,seguro,0.8843641912679835
16,bilhete seguro viagem,viagem,0.8205452742331388
20,ordem cambio negada devolvida pra conta,pra,0.5353114608420951
37,debito seguro auto,seguro,0.7573949676366276
34,conseguir apolice seguro carro,seguro,0.6901388388127047
54,liquidacao cambio procuracao,procuracao,0.6949179279035489
34,validade cotacao seguro vida,vida,0.7459420398617417
34,caracteristicas seguro dentario,seguro,0.7722672728606782
54,liquidacao cambio,liquidacao,0.9123707359908025
70,fazemos seguro taxi,taxi,0.7114952907969745
34,seguro condominio,seguro,0.9826366342507208
21,tirar seguro debito conta corrente,tirar,0.6584122647909807
27,aonde consultar seguro cheque especial,seguro,0.6863515388423134
27,cancelar seguro cheque especial protegido,seguro,0.5699184548693033
21,alterar cpf conta corrente,cpf,0.6120696524826729
7,quantos dias pode enviar apolice seguro,seguro,0.5183451972133836
16,contratar seguro odontologico,seguro,0.8461706508863317
5,fazer seguro motos,seguro,0.8453605847661736
37,alteracao data seguro,seguro,0.7041484886594426
10,idade seguro acidentes pessoais,seguro,0.5897454474828678
28,ate idade realizar seguro vida,vida,0.6728414586104513
34,simular seguro carro,simular,0.7519820566749632
69,quais cobertura seguro auto tokio marine,tokio,0.5738848732700692
11,quais beneficios seguro,seguro,0.7817492721291192
29,valor mensalidade cartao platinum,valor,0.6174688206516359
63,cancelametno seguro penhor rural,seguro,0.6327412090522727
59,cancelar seguro cartao,seguro,0.6963388507058608
69,cobertura seguro viagem viajante,viajante,0.7393772225700591
48,maximo valor seguro vida,vida,0.7720909913466715
39,cliente quer estorno valores pagos fatura somente anuidade seguro protegido,valores,0.4204476432959145
43,seguro residencial mora aluguel,seguro,0.6962290634162113
11,verificar coberturas seguro cartao protegido,verificar,0.6195400451406612
21,liberar cambio conta corrente,liberar,0.6811267733380421
34,refere cobranca seguro,seguro,0.7415243646852009
76,consultar vistoria seguro auto,vistoria,0.7143809964781461
34,seguro renda protegida,seguro,0.7114952907969745
78,acionar seguro vida falecimento,vida,0.76380088230436
34,colocar seguro pagar boleto,seguro,0.5956339133942269
29,valor desconto mensalidade cartao platinum funcionarios,valor,0.4829918978389653
43,alterar endereco seguro residencial,seguro,0.6800488440019754
28,idade limite seguro vida,vida,0.6603948480652303
59,cancelar seguro vida grupo,vida,0.8038401574321756
54,aliquota iof operacoes cambio,operacoes,0.6392814146505337
18,fechamento cambio,fechamento,0.8936446173074342
20,receber cambio,receber,0.9075630735130888
36,cancelamento seguro recusado seguradora,seguro,0.686686737477203
43,servicos seguro residencial,servicos,0.8373301496679865
1,solicitar seguro patrimonial,solicitar,0.7401713568758298
9,cancelar seguro cheque protegido,seguro,0.6475719970757127
19,contratar seguro vida empresa,vida,0.6455972358307974
11,quais assistencias seguro,seguro,0.8141954439121747
43,consultar seguro residencial vinculado credito imobiliario,vinculado,0.5882138868903707
18,fechamento cambio,fechamento,0.8936446173074342
11,quais coberturas seguro cartao protegido,seguro,0.5759203861491198
36,solicitar cancelamento seguro vida,vida,0.7324677003693589
18,consultar pedido fechamento cambio,pedido,0.7040774036846584
42,consultar ordens cambio,ordens,0.8406928483771043
34,ocorre teimosinha seguro vida,vida,0.6682523881961902
36,cancelamento seguro,seguro,0.9440855305366559
36,cancelamento seguro nao acatado,seguro,0.7753987973754652
59,quais canais cancelar seguro cartao credito,seguro,0.6328079526775259
77,assistencia pet seguro residencial,seguro,0.6999711579535903
20,necessario receber ordem cambio exterior,receber,0.5560531935124268
19,fazer seguro vida empresa,vida,0.6447329925013742
32,localizar ordem pagamento cambio,pagamento,0.6647578460021446
59,cancelar seguro residencial,seguro,0.7388659044619771
21,desbloquear conta corrente bloqueio irregularidade cpfcnpj junto receita federal,receita,0.37548294965984175
46,funciona carta verde seguros,verde,0.5958878656951414
34,seguro protegido moto vidaemprego,vidaemprego,0.6815455598507554
61,cotar seguro protecao empresarial,seguro,0.6960413872477826
34,alterar beneficiarios seguro vida,vida,0.727686154036662
54,email cambio,email,0.9318279401346454
32,devolucao ordem pagamento cambio exterior,pagamento,0.5597243249889838
36,cancelamento seguro renovado automaticamente,seguro,0.6554055002400854
59,cancelar seguro terceiro,terceiro,0.8703118377793271
50,seguro auto vistoria,vistoria,0.8376792591791468
45,segunda via cambio,via,0.6989677377932136
77,seguro residencial assistencia pet,seguro,0.6999711579535903
16,emitir seguro viagem cartao mastercard,viagem,0.5958296285531721
72,incluir cpf documento principal,principal,0.5644235546207885
76,consultar meio contratacao seguro,seguro,0.7452877844294201
44,seguro cartao protegido completo,seguro,0.7715560256747127
46,regulamento indicador qualidade seguros,seguros,0.5584524412235494
3,realizar endosso seguro empresarial,seguro,0.6094682429765396
56,nao debitou seguro cliente,seguro,0.6967676742343722
57,abertura chamado seguros,seguros,0.6269744305384533
27,caracteristicas seguro plano odonto especial,seguro,0.5499281033941705
16,cartao isencao seguro viagem,viagem,0.7909099710060713
23,campanha seguro auto black friday,seguro,0.630960631276463
62,contato seguro vida,vida,0.8934005581064532
1,contrata seguro patrimonial,seguro,0.8229022662480353
14,consultar proposta seguro cancelada,seguro,0.7227507218962439
19,seguro vida empresa cliente acumulo risco,vida,0.6103043673777583
35,cobre seguro contrato credito imobiliario,seguro,0.5646488137518281
16,quais canais disponiveis contratar seguro cartao,seguro,0.615406510125742
34,seguro vida inteira resgatavel,vida,0.6764591947566881
35,vincular cpf cartao credito,vincular,0.7262258476179756
20,receber cambio,receber,0.9075630735130888
18,fechamento cambio,fechamento,0.8936446173074342
74,abrir sinistro seguro cartao,sinistro,0.6581643644648189
76,consultar vistoria seguro auto,vistoria,0.7143809964781461
39,estorno iof cambio,iof,0.734671490686321
78,acionar seguro cartao protegido,seguro,0.6908604382801904
54,operacao cambio liquidar,operacao,0.7686679340355858
34,quitar seguro vida,vida,0.9038056920729503
0,seguro vida envio exame medico,vida,0.6159124005327098
54,devolucao cambio recebido,recebido,0.7139372123817844
16,seguro viagem quais beneficios,viagem,0.6642188102874215
15,alteracao beneficiario seguro,seguro,0.7142864743122498
16,contratar seguro motocicletas,seguro,0.8557028800342815
1,inclusao outdoor seguro patrimonial,seguro,0.645668683407818
61,recalcular cotacao seguro protecao empresarial generico,seguro,0.5308972344279878
46,cliente carencia contratacao seguros,seguros,0.6106015980764411
43,cancelamento seguro residencial,seguro,0.7095270424941977
44,contratar seguro cartao protegido,seguro,0.6104234155073379
76,consultar seguro trata,trata,0.8337226643827504
65,onde pegar apolice seguro auto,seguro,0.6533603890607428
16,emitir seguro viagem contratado cartao credito,viagem,0.5611436920269836
64,funciona promocao seguro premiado,seguro,0.630663025152545
23,campanha seguro auto,seguro,0.8292870392575201
1,calcular seguro patrimonial empresa,seguro,0.7192331822050164
21,descubro trata seguro sendo debito conta corrente,trata,0.5129132278186541
49,liquidar operacao cambio,operacao,0.7686679340355858
74,seguro residencial cobre sinistro instalacao eletrica,sinistro,0.528655457974815
66,incluir cpf cadastro,incluir,0.6663330544130696
9,cancelar seguro cheque empresa,seguro,0.621845154973611
6,seguro auto nao debitado,seguro,0.645462638397608
54,remessa cambio,remessa,0.8766779468514598
45,reimpressao via seguro cartao protegido,via,0.6632436428311427
34,emitir bilhete seguro acidentes cartoes,seguro,0.5439389246684561
11,quais condicoes classe bonus seguro auto,seguro,0.5438567250136295
34,seguro motoristas aplicativos,seguro,0.7200843433269511
39,estorno seguros,seguros,0.7764571515983012
55,consulta parcela seguro endosso reducao,seguro,0.5996155532821889
54,aumentar limite cambio,limite,0.7526608396175191
54,transacao cambio,transacao,0.9366519438757367
6,seguro auto debitado,seguro,0.806353740472833
76,consultar agendamento vistoria seguro auto,vistoria,0.6964596754207377
35,acionar seguro credito imobiliario,seguro,0.6312374976841131
66,acerto cpf cadastro,cpf,0.7505028063748578
42,consultar problema cambio,problema,0.8406928483771043
32,creditar ordem pagamento cambio,pagamento,0.728851160023133
65,telefone allianz seguro auto,telefone,0.6795983719848046
34,cobranca seguro vida grupo conta errada,vida,0.5909639707618081
32,efetuado pagamento seguro cartao,seguro,0.7384077992975978
16,beneficios cartao seguro viagem,viagem,0.7032296977970818
37,debito seguro vida,vida,0.7910468976316083
66,quantos creditos imobiliarios podem ser feitos cpf,ser,0.4190120590781269
34,quero saber sobre seguro dentista,sobre,0.5637337289702614
21,conta operacao cambio,operacao,0.7007712564639305
39,estorno cobranca seguro,seguro,0.7496974516460619
18,consultar solicitacao fechamento cambio,solicitacao,0.6435496621137763
58,cancelar seguro funeral,seguro,0.838179157154254
37,fazer aditamento data debito seguro,seguro,0.6869944821094591
34,prazo envio seguro,seguro,0.7548159239063794
54,quais canais cliente enviar remessa cambio,remessa,0.544226644817815
36,cancelamento seguro cartao,seguro,0.7301995182085821
69,cobertura seguro vida,vida,0.8353953352481914
27,cancelar seguro cheque especial,seguro,0.638753023315055
8,cliente cadastro outo cliente cpf,outo,0.6158276731800928
78,acionar seguro cartao,seguro,0.815303197200085
60,negociar taxa cambio,taxa,0.7644844582866568
10,consultar proposta seguro acidentes pessoais,seguro,0.5200498199115406
54,solicitar comprovante cambio,solicitar,0.7297605776331304
54,onde envio kyc cambio,onde,0.6737227680750539
35,premio seguro credito imobiliario,seguro,0.692157139958976
34,candelamento seguro odonto,seguro,0.7862478559720958
11,quais carencias seguro,seguro,0.8404704925397994
36,cancelamento seguro,seguro,0.9440855305366559
19,cancelamento seguro vida empresa,vida,0.6592454516384445
53,seguro protecao sob medida pode ser contratado taxi,taxi,0.4312211847336405
54,cambio fisico,fisico,0.9426503083061593
60,taxa cambio,taxa,0.9075630735130888
29,mensalidade cartao platinum,platinum,0.6989646019882433
13,estornar iof cambio,iof,0.7076521216132201
10,realizar endosso seguro acidentes pessoais,seguro,0.5054765956980363
22,retirar seguro cartao basico abertura conta,seguro,0.5450203028592644
18,fechamento operacao cambio,operacao,0.6936146384116798
5,fazer cambio,fazer,0.8390180387621189
30,consultar ordem cambio,ordem,0.6714921259066611
56,nao consigo identificar seguro cliente,seguro,0.6511157584585016
7,via apolice seguro auto,via,0.6755619271966905
77,assistencia seguro patrimonial,seguro,0.7650396126989916
59,cancelar seguro acidenctes pessoais,seguro,0.773802950949029
54,remessa seguro,seguro,0.9636909012713006
74,seguro auto pecas caso sinistro originais,sinistro,0.5430632748086716
51,tarifa cobrada operacoes cambio,tarifa,0.6035461753494391
27,realizar cancelamento seguro cheque especial protegido,seguro,0.4887405429904768
15,pode ser indicado beneficiario,ser,0.6155183539348043
34,conceito seguro,seguro,0.9812086210437279
74,faco abrir sinistro seguro patrimonial empresarial,sinistro,0.5237669797280537
34,fazer adesao seguro vida grupo,vida,0.6186240037981846
44,cancelar seguro cartao protegido,seguro,0.6134311820132593
14,saber solicitou cancelamento proposta seguro,solicitou,0.6617429809938374
11,quais coberturas seguro vida,vida,0.6646922420768332
