Cluster,Pergunta,Palavra chave,Score
58,swift cambio consultar,swift,0.8159788244814167
20,central atendimento seguro cancelamento,seguro,0.6636583340622227
80,taxa iof envio remessa cambio,taxa,0.5534549066116051
22,fechamento cambio internet,internet,0.7552629854072797
44,funciona campanha novembro azul seguro vida,vida,0.5032611731183615
73,trata seguro previdencia,trata,0.7410465677536694
66,enviar ordem cambio procuracao,procuracao,0.6123289123960081
87,procedimento reagendar seguro auto,seguro,0.6742367562023569
56,carencia seguro vida,vida,0.8778770598068079
68,consultar classe bonus seguro auto,seguro,0.6355654397588738
71,abertura chamado seguros,seguros,0.6269744305384533
73,fazer cancelamento seguro feito junto previdencia,seguro,0.5345751937367966
37,alterar endereco seguro patrimonial,seguro,0.6553282477859477
51,liquidacao ordem cambio,ordem,0.7562818955452428
58,servicos cambio,servicos,0.9277112926143989
83,consultar canal contratado seguro,seguro,0.6521283467394878
8,reagendar vistoria seguro auto,vistoria,0.7076216995565129
77,envio envio cambio,envio,0.9672345561517304
56,teimoninha seguro vida,vida,0.9185030012381201
58,consultar cambio cliente recebeu,recebeu,0.7555989753053562
12,tarifa cobrada operacoes cambio,tarifa,0.6035461753494391
22,fechamento cambio,fechamento,0.8936446173074342
58,fomulario cambio,fomulario,0.9426503083061593
32,estornar seguro cartao,seguro,0.8847164673665526
32,cancelar seguro,seguro,0.9333222901041052
46,contratar seguro viagem agencia,viagem,0.7254472632864152
93,recebimento cambio,recebimento,0.9031990598522613
30,cancelamento seguro cheque protegido,seguro,0.6314253968005333
77,envio seguro,seguro,0.9666173627049752
78,cpf outro vinculado,vinculado,0.6714191997590658
58,fazer transferencia investimentos cpf,transferencia,0.6163921528174843
93,recebimento ordem pagamento cambio,recebimento,0.6214299849838573
29,seguro residencial tamanho imovel,tamanho,0.6607966196114315
4,seguro cartao protegido completo,seguro,0.7715560256747127
71,abrir chamado cancelar seguro vida,vida,0.6286747450059311
16,consultar proposta seguro,seguro,0.7580708607250187
28,contratar seguro caminhao,seguro,0.8557028800342815
32,valor seguro cartao,valor,0.8048777891104619
58,fazer cambio,fazer,0.8390180387621189
50,compreende cobertura roubo furto seguro auto,seguro,0.5306124954215907
58,emissao cambio,emissao,0.9177817981068
73,refere cobranca seguro previdencia,seguro,0.6314639430243129
8,consultar solicitacao vistoria seguro auto,vistoria,0.6147006380704019
37,consigo incluir outdoor seguro patrimonial,seguro,0.5897425540178517
58,liberacao investimento bloqueado operacao cambio,operacao,0.5554675183220885
29,saber calculo inadimplencia seguro residencial,seguro,0.599559456820529
77,verificar status envio solictacao cambio areas,verificar,0.5074807191437976
33,cancelamento seguro residencial,seguro,0.7095270424941977
32,franquias seguro patriminial empresarial,seguro,0.6299787966574272
27,protecao seguro acidentes pessoais,seguro,0.5743917718498838
16,cancelar proposta seguros,seguros,0.6725674134600004
15,segunda via endosso seguro,via,0.6310731498079225
64,consigo transferir investimentos cpf,transferir,0.5569059901953
4,cancelar seguro cartao protegido,seguro,0.6134311820132593
69,quais coberturas garantia seguro protecao residencial,seguro,0.5701668201681096
29,imprimir apolice seguro residencial,seguro,0.6392683013412886
33,cancelamento seguros,seguros,0.7360463260303192
19,seguro vida pode quitar,vida,0.748759564606971
16,verificar proposta seguro,verificar,0.7415526793431807
20,central seguro auto funcinario,seguro,0.7608420802889218
64,faco transferir investimentos cpf primeiro segundo titular,transferir,0.43723959009874747
7,operacao cambio garantia investimento,operacao,0.6155820577300614
4,acionar seguro cartao protegido,seguro,0.6908604382801904
30,cancelamento seguro cheque protegido,seguro,0.6314253968005333
88,solicitar seguro viagem cartao,viagem,0.681072595220557
33,fazer cancelamento seguro vida,vida,0.6323547186146504
3,endosso seguro vida empresa,vida,0.6389942805164593
32,franquia seguro patromonial,seguro,0.7200843433269511
32,publico alvo seguro,seguro,0.7003685083033729
59,seguro debitado conta nao consta cnpj,seguro,0.555742256446405
28,possivel contratar seguro carro debito ocorrer cartao credito,seguro,0.5203346632452635
24,valor anuidade cartao platinum,valor,0.6083349734063952
30,seguro cheque protegido,seguro,0.7441494809600826
30,cancelar seguro cheque especial protegido,seguro,0.5699184548693033
77,envio cambio,envio,0.8854089202206704
14,endosso seguro,seguro,0.9589168234017476
6,resolver cadastro cpf ocorrencias especiais,resolver,0.5354100571972137
60,realizar cancelamento seguro plano odonto,seguro,0.5992739669247966
22,aumentar valor fechamento cambio recebido canais,valor,0.48792348358087456
62,limite quilometragem guincho seguro auto,seguro,0.630960631276463
16,atendimento zurich seguros,zurich,0.6544440853868224
45,cancelar seguro cartao pessoa juridica,seguro,0.622663912740618
32,seguro perda roubo cartao,seguro,0.6575101280178591
87,cartao cancelado continuou tendo debito seguro cartao procedimento,tendo,0.47490905976557557
32,impressao apolice seguro,seguro,0.8371984555291446
56,consultar seguro vida,vida,0.7808389973230387
17,cpf consta data base consignado,data,0.4950886609350074
63,imprimir apolice seguro auto,seguro,0.6689156394576998
56,tel seguro vida,vida,0.9103319776950638
59,seguro auto efetivado nao debitado,seguro,0.6555420477120302
39,caso receber seguro dependente menor,seguro,0.5619806128020518
80,iof envio cambio,iof,0.739111202881626
33,quais motivos cancelamento seguro,seguro,0.7821171167409813
38,seguro vida beneficiarios,vida,0.8746328923055395
56,localizar seguro vida,vida,0.8890243308553493
28,seguro protecao contrato contratar,seguro,0.6360592317444096
32,cancelar seguro,seguro,0.9333222901041052
62,seguro protecao residencial cintrata ata idade,seguro,0.555992560850533
69,quais coberturas seguro,seguro,0.7264232920765769
65,codigo campanha seguro auto,seguro,0.7269761759457771
87,cliente seguro cancelado falta vistoria,vistoria,0.6199921720169421
33,realizar cancelamento seguro residencial,seguro,0.6477572581407927
27,seguro protecao vida acidente pessoais,vida,0.6651485197804468
4,cancelar seguro cartao protegido agencia,seguro,0.7212411719545592
32,vou cancelar seguro,vou,0.8951537042034017
58,efetivar cambio,efetivar,0.9277112926143989
14,endosso seguro vida faz,vida,0.77474801116383
69,quais coberturas seguro cartao,seguro,0.6496516651515847
69,coberturas seguro protecao familiar,seguro,0.6835987829636715
3,cliente pode fazer seguro vida empresa inclui parte funcionarios,vida,0.4667051212877779
78,cartao debito emitido cpf divergente nome,nome,0.5262350426470076
38,alterar beneficiarios seguro vida,vida,0.727686154036662
56,seguro vida auxilio funeral familiar,vida,0.5874221768471009
28,contratar seguro,seguro,0.9500039694608562
75,desconto seguro auto,seguro,0.8544191936708336
30,cancelar seguro protegido cheque empresa,seguro,0.5499631713357164
11,realizar endosso seguro patrimonial,seguro,0.5921863741014195
17,cpf consta base dados,dados,0.5469886994314492
4,cancelar seguro protegido,seguro,0.7211956670043148
52,saber nao debitou seguro cliente,seguro,0.5821027741036451
90,reimprimir contrato cambio pronto,reimprimir,0.6280862597450442
93,recebimento cambio procuracao,recebimento,0.71174955864305
28,passo passo contratar seguro cartao completo,seguro,0.851091719169861
16,imprimir termo proposta adesao seguro cartao,termo,0.5731237687393838
8,quais categorias veiculos restritas contratacao seguro auto,veiculos,0.5033807723372681
67,consulta liquidacao cambio,liquidacao,0.6912623493871904
26,excluir divida cpf,excluir,0.705943558354942
11,realizar cambio,realizar,0.8794744205462909
56,cancelar seguro vida empresarial,vida,0.7406671014241122
76,solicitacao estorno seguro,solicitacao,0.7496974516460619
46,cartao isento seguro viagem,viagem,0.7909099710060713
33,cancelamento seguro cartao protegido,seguro,0.5945456535884338
20,central cambio funcionarios,funcionarios,0.7445396018012683
4,cancelar seguro cartao protegido,seguro,0.6134311820132593
8,debito automatico seguro,seguro,0.8194403770081691
44,seguro vida novembro azul,vida,0.6661704284959272
30,cancelar seguro cheque protegido,seguro,0.6475719970757127
91,alterar data vencimento seguro auto,vencimento,0.6393914825636611
52,seguro auto nao debitou,seguro,0.7138239938298261
62,idade seguro vida seguro,vida,0.7911171191475654
28,quais profissoes podem contratar seguros,seguros,0.593068341308739
28,contratar seguro cartao credito,seguro,0.6444495350674425
42,regularizar cpfcnpj cliente status regular receita federal,status,0.41758164640758855
11,realizar endosso seguro auto,seguro,0.6466973464278933
32,conferir sorteio seguro,sorteio,0.7015227990877357
76,estorno seguro,seguro,0.9676648451303859
54,seguro viagem funciona,viagem,0.7703971461214238
58,cambio app,cambio,0.9318279401346454
77,seguro vida envio documentacao,vida,0.7808043766236427
27,beneficio seguro protecao vida acidente pessoais,vida,0.5538247712561084
33,cancelamento contratacao indevida seguro,seguro,0.7328312848712191
56,contrar seguro vida,vida,0.9185030012381201
78,cpf outro cadastro,outro,0.7258955970151244
73,cancelar seguro previdencia,seguro,0.8347133819823969
11,realizar endosso seguro vida,vida,0.6613925324126285
32,cancelar seguro cobrar prestacao,seguro,0.6669673432404178
29,cancelar seguro residencial,seguro,0.7388659044619771
58,fazer cambio procuracao,procuracao,0.7890625411344828
46,seguro viagem cobeturas,viagem,0.8448169366592158
56,temosinha seguro vida,vida,0.9185030012381201
24,anuidade platinum mastercard,platinum,0.605143115789287
63,duvida adquirir copia certificado apolice seguro vida,vida,0.4749768356149529
32,tipo seguro comercializado salas empresas,tipo,0.5090779497105511
17,cpf consta base,cpf,0.653401708231649
32,liberar guia remeca seguro,seguro,0.6162790578352573
16,declaracao inexistencia outros seguros,seguros,0.5784520732848376
49,alterar cpf,cpf,0.7752858815089245
59,seguro nao debitado,seguro,0.7185229232710992
24,descodnto anuidade cartao platinum,platinum,0.6368058053825517
58,operacao cambio,operacao,0.8753169321794937
4,cancelar seguro cartao protegido,seguro,0.6134311820132593
78,onde inclui cpf cadastro,onde,0.6362821130412013
46,seguro viagem mastercard black,viagem,0.6369993543782935
78,incluir cadastro cpf,incluir,0.6663330544130696
77,envio remessa cambio,remessa,0.6756143026869643
4,cancelar seguro cartao,seguro,0.6963388507058608
61,socio empresa pode comprar carro cpf consorcio,socio,0.5044042915944735
28,cancelar seguro acabamos contratar,seguro,0.8048079631578516
40,idade maxima pra contratar seguro vida,vida,0.5701799088645404
46,conceito seguro viagem,viagem,0.8205452742331388
32,cancelar seguro cartao protegido reconhecimento contratacao,seguro,0.6550249120691961
19,seguro auto pode ser debitaado cartao credito,ser,0.583878619108539
74,mesa cambio,mesa,0.9240759030525455
16,consultar proposta seguros,seguros,0.6482124267117148
33,fazer cancelamento seguro cartao protegido,seguro,0.5307166804185066
45,fazer seguro generico pessoa juridica,seguro,0.5493992840916749
13,quais beneficios seguro viagem cartao adicional,viagem,0.5928909257222293
93,recebimento ordem cambio,recebimento,0.7373052454230759
15,segunda via contrato cambio,via,0.5840901042934987
58,operacao cambio cheques,operacao,0.8068139706659885
56,cancelo seguro vida,vida,0.8982676085095138
63,emissao apolice seguro auto,seguro,0.7317868748112075
79,regras acionar seguro desemprego,seguro,0.6508787685732977
17,cadastro cpf base dados consignado,dados,0.4947772466466749
30,seguro cheque protegido,seguro,0.7441494809600826
78,cpf cliente dados outro,outro,0.6402908403359988
70,criar remessa cambio,remessa,0.7772400340992647
83,canal acionamento seguro protecao credito consignado,seguro,0.4959942350905072
66,localizar ordem cambio,ordem,0.7745085899098744
55,cancelamento seguro penhor rural,seguro,0.6453298535803286
21,fazer debita seguro auto conta saldo,seguro,0.5945616097627264
54,funciona seguro cartao protegido,seguro,0.735072666649734
56,alterar dados apolice seguro vida,vida,0.6423467445182386
62,data limite seguro vida,vida,0.6580236965239237
85,seguro contratado porem aparece autorizar,seguro,0.5607603595529527
6,cadastro cpf ocorrencias especiais,ocorrencias,0.6002573436831463
45,cancelar seguro vida pessoa juridica,vida,0.6316888618717403
14,efetuar endosso seguro,seguro,0.8129964526071582
58,operacao cambio,operacao,0.8753169321794937
66,ordem pagamento cambio,pagamento,0.6868995785962037
91,alterar data vencimento seguro,vencimento,0.6779980662934383
62,seguro auto idade,seguro,0.8193532315672484
76,quanto tempo estorno seguro cair conta,tempo,0.5417349662387592
14,fazer endosso seguro vida,vida,0.6560093899814139
32,cotacao seguro motocicletas,seguro,0.7841937758234033
33,cancelamento seguro cadastrado indevidamente,seguro,0.6756351943124914
16,quais seguros obrigatorios contratacao credito imobiliario,seguros,0.5705118565677977
81,proceder cnpjcpf regular site receita,site,0.5006572383187886
42,cpf suspenso receita,suspenso,0.6873430728298973
50,cobertura maxima seguro residencial,seguro,0.6550082753820302
56,cancelar seguro vida,vida,0.7336339785205742
67,consulta cambio,consulta,0.9031990598522613
83,canal bancario cambio,canal,0.740415455869562
21,alterar conta corrente seguro automovel,seguro,0.6520182390400795
63,imprimir apolice seguro empresa,seguro,0.6269190396475552
70,envio email recebimento cambio,recebimento,0.6490756980160205
78,cpf parece invalido,parece,0.7195463475930455
29,conceito tamanho imovel seguro residencial,tamanho,0.5579596377196865
8,seguro auto recusado,seguro,0.8843641912679835
46,bilhete seguro viagem,viagem,0.8205452742331388
1,ordem cambio negada devolvida pra conta,pra,0.5353114608420951
8,debito seguro auto,seguro,0.7573949676366276
32,conseguir apolice seguro carro,seguro,0.6901388388127047
58,liquidacao cambio procuracao,procuracao,0.6949179279035489
56,validade cotacao seguro vida,vida,0.7459420398617417
60,caracteristicas seguro dentario,seguro,0.7722672728606782
58,liquidacao cambio,liquidacao,0.9123707359908025
32,fazemos seguro taxi,taxi,0.7114952907969745
32,seguro condominio,seguro,0.9826366342507208
21,tirar seguro debito conta corrente,tirar,0.6584122647909807
30,aonde consultar seguro cheque especial,seguro,0.6863515388423134
30,cancelar seguro cheque especial protegido,seguro,0.5699184548693033
21,alterar cpf conta corrente,cpf,0.6120696524826729
63,quantos dias pode enviar apolice seguro,seguro,0.5183451972133836
28,contratar seguro odontologico,seguro,0.8461706508863317
58,fazer seguro motos,seguro,0.8453605847661736
91,alteracao data seguro,seguro,0.7041484886594426
27,idade seguro acidentes pessoais,seguro,0.5897454474828678
62,ate idade realizar seguro vida,vida,0.6728414586104513
32,simular seguro carro,simular,0.7519820566749632
50,quais cobertura seguro auto tokio marine,tokio,0.5738848732700692
69,quais beneficios seguro,seguro,0.7817492721291192
24,valor mensalidade cartao platinum,valor,0.6174688206516359
55,cancelametno seguro penhor rural,seguro,0.6327412090522727
32,cancelar seguro cartao,seguro,0.6963388507058608
50,cobertura seguro viagem viajante,viajante,0.7393772225700591
56,maximo valor seguro vida,vida,0.7720909913466715
35,cliente quer estorno valores pagos fatura somente anuidade seguro protegido,valores,0.4204476432959145
29,seguro residencial mora aluguel,seguro,0.6962290634162113
69,verificar coberturas seguro cartao protegido,verificar,0.6195400451406612
21,liberar cambio conta corrente,liberar,0.6811267733380421
47,refere cobranca seguro,seguro,0.7415243646852009
8,consultar vistoria seguro auto,vistoria,0.7143809964781461
84,seguro renda protegida,seguro,0.7114952907969745
79,acionar seguro vida falecimento,vida,0.76380088230436
32,colocar seguro pagar boleto,seguro,0.5956339133942269
24,valor desconto mensalidade cartao platinum funcionarios,valor,0.4829918978389653
29,alterar endereco seguro residencial,seguro,0.6800488440019754
62,idade limite seguro vida,vida,0.6603948480652303
56,cancelar seguro vida grupo,vida,0.8038401574321756
80,aliquota iof operacoes cambio,operacoes,0.6392814146505337
22,fechamento cambio,fechamento,0.8936446173074342
39,receber cambio,receber,0.9075630735130888
33,cancelamento seguro recusado seguradora,seguro,0.686686737477203
29,servicos seguro residencial,servicos,0.8373301496679865
88,solicitar seguro patrimonial,solicitar,0.7401713568758298
30,cancelar seguro cheque protegido,seguro,0.6475719970757127
3,contratar seguro vida empresa,vida,0.6455972358307974
69,quais assistencias seguro,seguro,0.8141954439121747
29,consultar seguro residencial vinculado credito imobiliario,vinculado,0.5882138868903707
22,fechamento cambio,fechamento,0.8936446173074342
69,quais coberturas seguro cartao protegido,seguro,0.5759203861491198
88,solicitar cancelamento seguro vida,vida,0.7324677003693589
22,consultar pedido fechamento cambio,pedido,0.7040774036846584
58,consultar ordens cambio,ordens,0.8406928483771043
43,ocorre teimosinha seguro vida,vida,0.6682523881961902
33,cancelamento seguro,seguro,0.9440855305366559
33,cancelamento seguro nao acatado,seguro,0.7753987973754652
32,quais canais cancelar seguro cartao credito,seguro,0.6328079526775259
5,assistencia pet seguro residencial,seguro,0.6999711579535903
39,necessario receber ordem cambio exterior,receber,0.5560531935124268
3,fazer seguro vida empresa,vida,0.6447329925013742
66,localizar ordem pagamento cambio,pagamento,0.6647578460021446
29,cancelar seguro residencial,seguro,0.7388659044619771
81,desbloquear conta corrente bloqueio irregularidade cpfcnpj junto receita federal,receita,0.37548294965984175
54,funciona carta verde seguros,verde,0.5958878656951414
56,seguro protegido moto vidaemprego,vidaemprego,0.6815455598507554
32,cotar seguro protecao empresarial,seguro,0.6960413872477826
56,alterar beneficiarios seguro vida,vida,0.727686154036662
70,email cambio,email,0.9318279401346454
66,devolucao ordem pagamento cambio exterior,pagamento,0.5597243249889838
33,cancelamento seguro renovado automaticamente,seguro,0.6554055002400854
32,cancelar seguro terceiro,terceiro,0.8703118377793271
8,seguro auto vistoria,vistoria,0.8376792591791468
15,segunda via cambio,via,0.6989677377932136
5,seguro residencial assistencia pet,seguro,0.6999711579535903
46,emitir seguro viagem cartao mastercard,viagem,0.5958296285531721
49,incluir cpf documento principal,principal,0.5644235546207885
16,consultar meio contratacao seguro,seguro,0.7452877844294201
4,seguro cartao protegido completo,seguro,0.7715560256747127
16,regulamento indicador qualidade seguros,seguros,0.5584524412235494
11,realizar endosso seguro empresarial,seguro,0.6094682429765396
52,nao debitou seguro cliente,seguro,0.6967676742343722
71,abertura chamado seguros,seguros,0.6269744305384533
60,caracteristicas seguro plano odonto especial,seguro,0.5499281033941705
46,cartao isencao seguro viagem,viagem,0.7909099710060713
57,campanha seguro auto black friday,seguro,0.630960631276463
56,contato seguro vida,vida,0.8934005581064532
37,contrata seguro patrimonial,seguro,0.8229022662480353
16,consultar proposta seguro cancelada,seguro,0.7227507218962439
3,seguro vida empresa cliente acumulo risco,vida,0.6103043673777583
31,cobre seguro contrato credito imobiliario,seguro,0.5646488137518281
28,quais canais disponiveis contratar seguro cartao,seguro,0.615406510125742
56,seguro vida inteira resgatavel,vida,0.6764591947566881
72,vincular cpf cartao credito,vincular,0.7262258476179756
39,receber cambio,receber,0.9075630735130888
22,fechamento cambio,fechamento,0.8936446173074342
92,abrir sinistro seguro cartao,sinistro,0.6581643644648189
8,consultar vistoria seguro auto,vistoria,0.7143809964781461
80,estorno iof cambio,iof,0.734671490686321
79,acionar seguro cartao protegido,seguro,0.6908604382801904
58,operacao cambio liquidar,operacao,0.7686679340355858
56,quitar seguro vida,vida,0.9038056920729503
77,seguro vida envio exame medico,vida,0.6159124005327098
58,devolucao cambio recebido,recebido,0.7139372123817844
13,seguro viagem quais beneficios,viagem,0.6642188102874215
9,alteracao beneficiario seguro,seguro,0.7142864743122498
28,contratar seguro motocicletas,seguro,0.8557028800342815
37,inclusao outdoor seguro patrimonial,seguro,0.645668683407818
32,recalcular cotacao seguro protecao empresarial generico,seguro,0.5308972344279878
16,cliente carencia contratacao seguros,seguros,0.6106015980764411
33,cancelamento seguro residencial,seguro,0.7095270424941977
28,contratar seguro cartao protegido,seguro,0.6104234155073379
16,consultar seguro trata,trata,0.8337226643827504
8,onde pegar apolice seguro auto,seguro,0.6533603890607428
46,emitir seguro viagem contratado cartao credito,viagem,0.5611436920269836
54,funciona promocao seguro premiado,seguro,0.630663025152545
65,campanha seguro auto,seguro,0.8292870392575201
37,calcular seguro patrimonial empresa,seguro,0.7192331822050164
21,descubro trata seguro sendo debito conta corrente,trata,0.5129132278186541
7,liquidar operacao cambio,operacao,0.7686679340355858
48,seguro residencial cobre sinistro instalacao eletrica,sinistro,0.528655457974815
78,incluir cpf cadastro,incluir,0.6663330544130696
30,cancelar seguro cheque empresa,seguro,0.621845154973611
59,seguro auto nao debitado,seguro,0.645462638397608
82,remessa cambio,remessa,0.8766779468514598
15,reimpressao via seguro cartao protegido,via,0.6632436428311427
32,emitir bilhete seguro acidentes cartoes,seguro,0.5439389246684561
69,quais condicoes classe bonus seguro auto,seguro,0.5438567250136295
32,seguro motoristas aplicativos,seguro,0.7200843433269511
76,estorno seguros,seguros,0.7764571515983012
67,consulta parcela seguro endosso reducao,seguro,0.5996155532821889
62,aumentar limite cambio,limite,0.7526608396175191
58,transacao cambio,transacao,0.9366519438757367
2,seguro auto debitado,seguro,0.806353740472833
8,consultar agendamento vistoria seguro auto,vistoria,0.6964596754207377
31,acionar seguro credito imobiliario,seguro,0.6312374976841131
78,acerto cpf cadastro,cpf,0.7505028063748578
58,consultar problema cambio,problema,0.8406928483771043
66,creditar ordem pagamento cambio,pagamento,0.728851160023133
8,telefone allianz seguro auto,telefone,0.6795983719848046
47,cobranca seguro vida grupo conta errada,vida,0.5909639707618081
32,efetuado pagamento seguro cartao,seguro,0.7384077992975978
13,beneficios cartao seguro viagem,viagem,0.7032296977970818
56,debito seguro vida,vida,0.7910468976316083
78,quantos creditos imobiliarios podem ser feitos cpf,ser,0.4190120590781269
32,quero saber sobre seguro dentista,sobre,0.5637337289702614
21,conta operacao cambio,operacao,0.7007712564639305
76,estorno cobranca seguro,seguro,0.7496974516460619
22,consultar solicitacao fechamento cambio,solicitacao,0.6435496621137763
32,cancelar seguro funeral,seguro,0.838179157154254
8,fazer aditamento data debito seguro,seguro,0.6869944821094591
77,prazo envio seguro,seguro,0.7548159239063794
82,quais canais cliente enviar remessa cambio,remessa,0.544226644817815
33,cancelamento seguro cartao,seguro,0.7301995182085821
50,cobertura seguro vida,vida,0.8353953352481914
30,cancelar seguro cheque especial,seguro,0.638753023315055
78,cliente cadastro outo cliente cpf,outo,0.6158276731800928
79,acionar seguro cartao,seguro,0.815303197200085
25,negociar taxa cambio,taxa,0.7644844582866568
27,consultar proposta seguro acidentes pessoais,seguro,0.5200498199115406
88,solicitar comprovante cambio,solicitar,0.7297605776331304
77,onde envio kyc cambio,onde,0.6737227680750539
31,premio seguro credito imobiliario,seguro,0.692157139958976
60,candelamento seguro odonto,seguro,0.7862478559720958
69,quais carencias seguro,seguro,0.8404704925397994
33,cancelamento seguro,seguro,0.9440855305366559
3,cancelamento seguro vida empresa,vida,0.6592454516384445
19,seguro protecao sob medida pode ser contratado taxi,taxi,0.4312211847336405
58,cambio fisico,fisico,0.9426503083061593
25,taxa cambio,taxa,0.9075630735130888
24,mensalidade cartao platinum,platinum,0.6989646019882433
80,estornar iof cambio,iof,0.7076521216132201
27,realizar endosso seguro acidentes pessoais,seguro,0.5054765956980363
21,retirar seguro cartao basico abertura conta,seguro,0.5450203028592644
22,fechamento operacao cambio,operacao,0.6936146384116798
58,fazer cambio,fazer,0.8390180387621189
66,consultar ordem cambio,ordem,0.6714921259066611
59,nao consigo identificar seguro cliente,seguro,0.6511157584585016
15,via apolice seguro auto,via,0.6755619271966905
5,assistencia seguro patrimonial,seguro,0.7650396126989916
32,cancelar seguro acidenctes pessoais,seguro,0.773802950949029
82,remessa seguro,seguro,0.9636909012713006
48,seguro auto pecas caso sinistro originais,sinistro,0.5430632748086716
12,tarifa cobrada operacoes cambio,tarifa,0.6035461753494391
30,realizar cancelamento seguro cheque especial protegido,seguro,0.4887405429904768
18,pode ser indicado beneficiario,ser,0.6155183539348043
32,conceito seguro,seguro,0.9812086210437279
92,faco abrir sinistro seguro patrimonial empresarial,sinistro,0.5237669797280537
56,fazer adesao seguro vida grupo,vida,0.6186240037981846
4,cancelar seguro cartao protegido,seguro,0.6134311820132593
33,saber solicitou cancelamento proposta seguro,solicitou,0.6617429809938374
69,quais coberturas seguro vida,vida,0.6646922420768332
